Time(s),CTSresistance,PatientWeight(kg),HeartRate(1/min),HeartStrokeVolume(mL),BloodVolume(L),ExtravascularFluidVolume(L),ArterialPressure(mmHg),MeanArterialPressure(mmHg),SystolicArterialPressure(mmHg),DiastolicArterialPressure(mmHg),CardiacOutput(L/min),HemoglobinContent(g),CentralVenousPressure(mmHg),PulmonaryCapillariesWedgePressure(mmHg),RespirationRate(1/min),OxygenSaturation,CarbonDioxideSaturation,TidalVolume(mL),TotalLungVolume(L),EndTidalCarbonDioxideFraction,TotalAlveolarVentilation(L/min),TranspulmonaryPressure(cmH2O),RespiratoryExchangeRatio,CoreTemperature(degC),SkinTemperature(degC),GlomerularFiltrationRate(mL/min),RenalBloodFlow(L/min),UrineProductionRate(mL/min),LeftAfferentArterioleResistance(mmHg_min/mL),RightAfferentArterioleResistance(mmHg_min/mL),OxygenConsumptionRate(mL/min),CarbonDioxideProductionRate(mL/min),LeftAlveoli-Pressure(cmH2O),LeftAlveoli-Oxygen-PartialPressure(mmHg),LeftAlveoli-CarbonDioxide-PartialPressure(mmHg),RightAlveoli-Pressure(cmH2O),RightAlveoli-Oxygen-PartialPressure(mmHg),RightAlveoli-CarbonDioxide-PartialPressure(mmHg),Trachea-Oxygen-PartialPressure(cmH2O),Trachea-CarbonDioxide-PartialPressure(cmH2O),Aorta-Oxygen-PartialPressure(mmHg),Aorta-CarbonDioxide-PartialPressure(mmHg),VenaCava-Oxygen-PartialPressure(mmHg),VenaCava-CarbonDioxide-PartialPressure(mmHg),RightTubules-Sodium-Concentration(g/L),LeftTubules-Sodium-Concentration(g/L),Oxygen-AlveolarTransfer(mL/s),CarbonDioxide-AlveolarTransfer(mL/s),Epinephrine-BloodConcentration(ug/L),LiverGlycogen(g),MuscleGlycogen(g),NeuromuscularBlockLevel,SedationLevel,LeftEyePupillaryResponse-SizeModifier,LeftEyePupillaryResponse-ReactivityModifier,RightEyePupillaryResponse-SizeModifier,RightEyePupillaryResponse-ReactivityModifier,Aorta-Prednisone-Concentration(ug/L),VenaCava-Prednisone-Concentration(ug/L),BoneVasculature-Prednisone-Concentration(ug/L),BrainVasculature-Prednisone-Concentration(ug/L),FatVasculature-Prednisone-Concentration(ug/L),GutVasculature-Prednisone-Concentration(ug/L),LeftKidneyVasculature-Prednisone-Concentration(ug/L),LeftLungVasculature-Prednisone-Concentration(ug/L),LiverVasculature-Prednisone-Concentration(ug/L),MuscleVasculature-Prednisone-Concentration(ug/L),MyocardiumVasculature-Prednisone-Concentration(ug/L),RightKidneyVasculature-Prednisone-Concentration(ug/L),RightLungVasculature-Prednisone-Concentration(ug/L),SkinVasculature-Prednisone-Concentration(ug/L),SpleenVasculature-Prednisone-Concentration(ug/L),BoneTissueExtracellular-Prednisone-Concentration(ug/L),BrainTissueExtracellular-Prednisone-Concentration(ug/L),FatTissueExtracellular-Prednisone-Concentration(ug/L),GutTissueExtracellular-Prednisone-Concentration(ug/L),LeftKidneyTissueExtracellular-Prednisone-Concentration(ug/L),LeftLungTissueExtracellular-Prednisone-Concentration(ug/L),LiverTissueExtracellular-Prednisone-Concentration(ug/L),MuscleTissueExtracellular-Prednisone-Concentration(ug/L),MyocardiumTissueExtracellular-Prednisone-Concentration(ug/L),RightKidneyTissueExtracellular-Prednisone-Concentration(ug/L),RightLungTissueExtracellular-Prednisone-Concentration(ug/L),SkinTissueExtracellular-Prednisone-Concentration(ug/L),SpleenTissueExtracellular-Prednisone-Concentration(ug/L),BoneTissueIntracellular-Prednisone-Concentration(ug/L),BrainTissueIntracellular-Prednisone-Concentration(ug/L),FatTissueIntracellular-Prednisone-Concentration(ug/L),GutTissueIntracellular-Prednisone-Concentration(ug/L),LeftKidneyTissueIntracellular-Prednisone-Concentration(ug/L),LeftLungTissueIntracellular-Prednisone-Concentration(ug/L),LiverTissueIntracellular-Prednisone-Concentration(ug/L),MuscleTissueIntracellular-Prednisone-Concentration(ug/L),MyocardiumTissueIntracellular-Prednisone-Concentration(ug/L),RightKidneyTissueIntracellular-Prednisone-Concentration(ug/L),RightLungTissueIntracellular-Prednisone-Concentration(ug/L),SkinTissueIntracellular-Prednisone-Concentration(ug/L),SpleenTissueIntracellular-Prednisone-Concentration(ug/L),Prednisone-PlasmaConcentration(ug/L),Prednisone-EffectSiteConcentration(ug/mL),Prednisone-SystemicMassCleared(ug),Prednisone-MassInBody(ug),Prednisone-LeftKidneyTissue-PartitionCoefficient,Prednisone-RightKidneyTissue-PartitionCoefficient,Prednisone-BrainTissue-PartitionCoefficient,Prednisone-RightLungTissue-PartitionCoefficient,Prednisone-LeftLungTissue-PartitionCoefficient,Prednisone-LiverTissue-PartitionCoefficient,Prednisone-BoneTissue-PartitionCoefficient,Prednisone-FatTissue-PartitionCoefficient,Prednisone-SkinTissue-PartitionCoefficient,Prednisone-MuscleTissue-PartitionCoefficient,Prednisone-SpleenTissue-PartitionCoefficient,Prednisone-GutTissue-PartitionCoefficient,Prednisone-MyocardiumTissue-PartitionCoefficient,LiverTissueIntracellular-Prednisone-MassCleared(ug),LeftKidneyTissueIntracellular-Prednisone-MassCleared(ug),RightKidneyTissueIntracellular-Prednisone-MassCleared(ug),LiverTissueIntracellular-Prednisone-MassExcreted(ug)
229.28,0,77.6,72.23,80.6,5.54,34.4,114.7,95.9,115,74.4,5.82,846,3.97,6.39,16.85,0.980,0.029,540,2.78,0.0434,7.75,5.97,0.872,36.3,31.1,157,1.34,1.848,0.0367,0.0367,271.738,252.913,1033,116,39.9,1033,117,39.6,215,1.9,94.7,39.9,36.6,44.8,2.04,2.04,5.46,-5.61,0.029251,117,592.12,0,0,0.000,0,0.000,0,1159.1984,1112.4057,759.7990,1245.7291,703.5424,1398.7784,890.3180,1136.7796,1349.4172,739.8429,1401.2522,890.3180,1135.6674,853.2345,1460.1657,0,0,0,0,0,0,0,0,0,0,0,0,0,346.7118,1976.4697,3497.2572,2852.0414,1020.5742,1269.5458,1589.7869,184.4913,1896.6447,1020.5743,1267.8127,1328.4892,2087.1691,1312.672965,1.312673,1013.96,17950.33,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,408.32,332.74,332.74,0
229.30,0,77.6,72.23,80.6,5.54,34.4,114.4,95.9,115,74.4,5.82,846,3.97,6.39,16.85,0.980,0.029,540,2.80,0.0434,7.75,6.02,0.872,36.3,31.1,157,1.34,1.837,0.0367,0.0367,271.738,252.913,1033,116,39.8,1033,116,39.5,216,1.5,94.7,39.9,36.6,44.8,2.04,2.04,5.52,-5.01,0.029263,117,592.12,0,0,0.000,0,0.000,0,1159.1396,1112.3496,759.7269,1245.6956,703.4791,1398.6946,890.2245,1136.7566,1349.3547,739.7905,1401.1481,890.2245,1135.6431,853.2003,1460.0545,0,0,0,0,0,0,0,0,0,0,0,0,0,346.7407,1976.4370,3497.5186,2851.9062,1020.5322,1269.5067,1589.7540,184.5036,1896.5071,1020.5323,1267.7695,1328.5476,2087.0154,1312.588251,1.312588,1014.01,17950.19,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,408.38,332.76,332.76,0
229.32,0,77.6,72.23,80.6,5.54,34.4,113.6,95.9,115,74.4,5.82,846,3.98,6.39,16.85,0.980,0.029,540,2.81,0.0434,7.75,6.08,0.872,36.3,31.1,155,1.33,1.810,0.0367,0.0367,271.738,252.913,1033,116,39.8,1033,117,39.4,216,1.3,94.7,39.9,36.6,44.8,2.04,2.04,5.38,-5.63,0.029275,117,592.12,0,0,0.000,0,0.000,0,1159.0962,1112.2938,759.6556,1245.6618,703.4164,1398.6117,890.1239,1136.7403,1349.2928,739.7387,1401.0453,890.1239,1135.6251,853.1663,1459.9445,0,0,0,0,0,0,0,0,0,0,0,0,0,346.7694,1976.4040,3497.7774,2851.7724,1020.4875,1269.4793,1589.7210,184.5157,1896.3708,1020.4875,1267.7376,1328.6056,2086.8633,1312.503463,1.312503,1014.06,17950.06,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,408.43,332.77,332.77,0
229.34,0,77.6,72.23,80.6,5.54,34.4,112.0,95.9,115,74.4,5.82,846,3.98,6.39,16.85,0.980,0.029,540,2.82,0.0434,7.75,6.14,0.872,36.3,31.1,152,1.30,1.753,0.0367,0.0367,271.738,252.913,1033,116,39.7,1033,117,39.3,216,1.1,94.7,39.9,36.6,44.8,2.04,2.04,5.41,-5.01,0.029286,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1112.2383,759.5858,1245.6273,703.3550,1398.5306,890.0094,1136.7333,1349.2323,739.6879,1400.9448,890.0094,1135.6160,853.1330,1459.8369,0,0,0,0,0,0,0,0,0,0,0,0,0,346.7975,1976.3709,3498.0309,2851.6414,1020.4375,1269.4686,1589.6879,184.5276,1896.2373,1020.4375,1267.7218,1328.6627,2086.7143,1312.418967,1.312419,1014.11,17949.92,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,408.49,332.79,332.79,0
229.36,0,77.6,72.23,80.6,5.54,34.4,110.0,95.9,115,74.4,5.82,846,3.99,6.39,16.85,0.980,0.029,540,2.83,0.0434,7.75,6.19,0.872,36.3,31.1,148,1.28,1.679,0.0367,0.0367,271.738,252.913,1033,116,39.7,1033,117,39.3,216,1.0,94.7,39.9,36.6,44.8,2.04,2.04,5.24,-5.59,0.029295,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1112.1830,759.5177,1245.5919,703.2953,1398.4516,889.8891,1136.7341,1349.1734,739.6385,1400.8470,889.8891,1135.6144,853.1004,1459.7320,0,0,0,0,0,0,0,0,0,0,0,0,0,346.8248,1976.3378,3498.2781,2851.5136,1020.3823,1269.4688,1589.6547,184.5391,1896.1071,1020.3823,1267.7192,1328.7186,2086.5691,1312.335287,1.312335,1014.15,17949.78,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,408.55,332.81,332.81,0
229.38,0,77.6,72.23,80.6,5.54,34.4,108.1,95.9,115,74.4,5.82,846,3.99,6.39,16.85,0.980,0.029,540,2.84,0.0434,7.75,6.25,0.872,36.3,31.1,144,1.25,1.603,0.0367,0.0367,271.738,252.913,1033,116,39.6,1033,117,39.2,216,0.8,94.7,39.9,36.6,44.8,2.04,2.04,5.23,-4.94,0.029304,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1112.1279,759.4514,1245.5552,703.2371,1398.3748,889.7714,1136.7349,1349.1161,739.5904,1400.7519,889.7714,1135.6128,853.0685,1459.6299,0,0,0,0,0,0,0,0,0,0,0,0,0,346.8515,1976.3048,3498.5192,2851.3891,1020.3230,1269.4691,1589.6213,184.5504,1895.9803,1020.3231,1267.7168,1328.7735,2086.4276,1312.252895,1.312253,1014.20,17949.64,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,408.60,332.83,332.83,0
229.40,0,77.6,72.23,80.6,5.54,34.4,106.2,95.9,115,74.4,5.82,846,4.00,6.39,16.85,0.980,0.029,540,2.85,0.0434,7.75,6.30,0.872,36.3,31.1,141,1.23,1.529,0.0367,0.0367,271.738,252.913,1033,116,39.5,1033,117,39.2,216,0.7,94.7,39.9,36.6,44.8,2.04,2.04,5.04,-5.49,0.029311,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1112.0732,759.3868,1245.5171,703.1804,1398.2999,889.6573,1136.7355,1349.0603,739.5436,1400.6593,889.6573,1135.6113,853.0373,1459.5305,0,0,0,0,0,0,0,0,0,0,0,0,0,346.8776,1976.2722,3498.7541,2851.2678,1020.2599,1269.4693,1589.5877,184.5614,1895.8566,1020.2599,1267.7146,1328.8274,2086.2897,1312.172244,1.312172,1014.25,17949.50,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,408.66,332.85,332.85,0
229.42,0,77.6,72.23,80.6,5.54,34.4,104.4,95.9,115,74.4,5.82,846,4.00,6.39,16.85,0.980,0.029,540,2.86,0.0434,7.75,6.36,0.872,36.3,31.1,137,1.21,1.457,0.0367,0.0367,271.738,252.913,1033,116,39.4,1033,117,39.1,217,0.7,94.7,39.9,36.6,44.8,2.04,2.04,5.03,-4.84,0.029317,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1112.0187,759.3238,1245.4777,703.1252,1398.2270,889.5469,1136.7361,1349.0060,739.4979,1400.5692,889.5469,1135.6099,853.0068,1459.4336,0,0,0,0,0,0,0,0,0,0,0,0,0,346.9030,1976.2398,3498.9833,2851.1495,1020.1930,1269.4695,1589.5540,184.5722,1895.7360,1020.1930,1267.7124,1328.8802,2086.1553,1312.093260,1.312093,1014.29,17949.36,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,408.71,332.86,332.86,0
229.44,0,77.6,72.23,80.6,5.54,34.4,102.6,95.9,115,74.4,5.82,846,4.00,6.39,16.85,0.980,0.029,540,2.88,0.0434,7.75,6.41,0.872,36.3,31.1,134,1.18,1.386,0.0367,0.0367,271.738,252.913,1033,116,39.4,1033,117,39.1,217,0.6,94.7,39.9,36.6,44.8,2.04,2.04,4.84,-5.38,0.029322,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.9644,759.2624,1245.4368,703.0714,1398.1561,889.4398,1136.7367,1348.9531,739.4535,1400.4815,889.4398,1135.6086,852.9769,1459.3393,0,0,0,0,0,0,0,0,0,0,0,0,0,346.9277,1976.2079,3499.2068,2851.0342,1020.1224,1269.4698,1589.5201,184.5827,1895.6184,1020.1225,1267.7104,1328.9320,2086.0243,1312.015877,1.312016,1014.34,17949.22,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,408.77,332.88,332.88,0
229.46,0,77.6,72.23,80.6,5.54,34.4,100.9,95.9,115,74.4,5.82,846,3.99,6.39,16.85,0.980,0.029,540,2.89,0.0434,7.75,6.46,0.872,36.3,31.1,130,1.16,1.317,0.0367,0.0367,271.738,252.913,1033,116,39.3,1033,117,38.9,217,0.6,94.7,39.9,36.6,44.8,2.04,2.04,4.83,-4.73,0.029326,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.9102,759.2026,1245.3944,703.0190,1398.0870,889.3359,1136.6384,1348.9016,739.4102,1400.3960,889.3359,1135.5073,852.9477,1459.2473,0,0,0,0,0,0,0,0,0,0,0,0,0,346.9519,1976.1765,3499.4247,2850.9217,1020.0484,1269.4700,1589.4861,184.5929,1895.5037,1020.0485,1267.7085,1328.9829,2085.8966,1311.940035,1.311940,1014.39,17949.09,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,408.82,332.90,332.90,0
229.48,0,77.6,72.23,80.6,5.54,34.4,99.2,95.9,115,74.4,5.82,846,3.99,6.39,16.85,0.980,0.029,540,2.90,0.0434,7.75,6.52,0.872,36.3,31.1,127,1.14,1.250,0.0367,0.0367,271.738,252.913,1033,116,39.3,1033,117,38.9,217,0.5,94.7,39.9,36.6,44.8,2.04,2.04,4.64,-5.25,0.029328,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.8560,759.1442,1245.3505,702.9679,1398.0196,889.2351,1136.3652,1348.8515,739.3680,1400.3129,889.2351,1135.2285,852.9191,1459.1578,0,0,0,0,0,0,0,0,0,0,0,0,0,346.9755,1976.1456,3499.6373,2850.8121,1019.9711,1269.4702,1589.4519,184.6028,1895.3918,1019.9711,1267.7066,1329.0328,2085.7720,1311.865678,1.311866,1014.43,17948.95,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,408.88,332.92,332.92,0
229.50,0,77.6,72.23,80.6,5.54,34.4,97.5,95.9,115,74.4,5.82,846,3.98,6.39,16.85,0.980,0.029,540,2.91,0.0434,7.75,6.57,0.872,36.3,31.1,124,1.12,1.185,0.0367,0.0367,271.738,252.913,1033,116,39.2,1033,117,38.8,217,0.5,94.7,39.9,36.6,44.8,2.04,2.04,4.63,-4.60,0.029330,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.8018,759.0873,1245.3052,702.9182,1397.9540,889.1373,1136.1404,1348.8028,739.3268,1400.2319,889.1373,1134.9978,852.8910,1459.0705,0,0,0,0,0,0,0,0,0,0,0,0,0,346.9985,1976.1151,3499.8446,2850.7052,1019.8904,1269.4705,1589.4176,184.6126,1895.2827,1019.8905,1267.7048,1329.0819,2085.6506,1311.792759,1.311793,1014.48,17948.81,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,408.94,332.94,332.94,0
229.52,0,77.6,72.23,80.6,5.54,34.4,96.0,95.9,115,74.4,5.82,846,3.97,6.39,16.85,0.980,0.029,540,2.92,0.0434,7.75,6.62,0.872,36.3,31.1,121,1.10,1.121,0.0367,0.0367,271.738,252.913,1033,117,39.1,1033,117,38.8,217,0.5,94.7,39.9,36.6,44.8,2.04,2.04,4.45,-5.11,0.029330,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.7476,759.0318,1245.2586,702.8696,1397.8901,889.0424,1135.9962,1348.7552,739.2867,1400.1529,889.0424,1134.8491,852.8636,1458.9854,0,0,0,0,0,0,0,0,0,0,0,0,0,347.0209,1976.0852,3500.0468,2850.6010,1019.8067,1269.4707,1589.3832,184.6221,1895.1762,1019.8067,1267.7030,1329.1300,2085.5323,1311.721230,1.311721,1014.53,17948.67,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,408.99,332.95,332.95,0
229.54,0,77.6,72.23,80.6,5.54,34.4,94.4,95.9,115,74.4,5.82,846,3.96,6.39,16.85,0.980,0.029,540,2.93,0.0434,7.75,6.67,0.872,36.3,31.1,118,1.08,1.059,0.0367,0.0367,271.738,252.913,1033,116,39.0,1033,117,38.7,217,0.5,94.7,39.9,36.6,44.8,2.04,2.04,4.46,-4.49,0.029330,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.6933,758.9777,1245.2106,702.8224,1397.8279,888.9502,1135.9152,1348.7090,739.2477,1400.0760,888.9502,1134.7649,852.8367,1458.9025,0,0,0,0,0,0,0,0,0,0,0,0,0,347.0428,1976.0559,3500.2441,2850.4993,1019.7199,1269.4709,1589.3487,184.6313,1895.0724,1019.7199,1267.7013,1329.1773,2085.4169,1311.651047,1.311651,1014.57,17948.53,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.05,332.97,332.97,0
229.56,0,77.6,72.23,80.6,5.54,34.4,92.9,95.9,115,74.4,5.82,846,3.95,6.39,16.85,0.980,0.029,540,2.94,0.0434,7.75,6.72,0.872,36.3,31.1,115,1.07,0.999,0.0367,0.0367,271.738,252.913,1033,117,39.0,1033,118,38.6,217,0.5,94.7,39.9,36.6,44.8,2.04,2.04,4.30,-5.00,0.029328,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.6390,758.9249,1245.1615,702.7763,1397.7672,888.8606,1135.8717,1348.6639,739.2096,1400.0011,888.8606,1134.7191,852.8103,1458.8217,0,0,0,0,0,0,0,0,0,0,0,0,0,347.0641,1976.0271,3500.4366,2850.4002,1019.6302,1269.4712,1589.3140,184.6404,1894.9711,1019.6302,1267.6996,1329.2238,2085.3043,1311.582168,1.311582,1014.62,17948.39,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.10,332.99,332.99,0
229.58,0,77.6,72.23,80.6,5.54,34.4,91.4,95.9,115,74.4,5.82,846,3.94,6.39,16.85,0.980,0.029,540,2.95,0.0434,7.75,6.77,0.872,36.3,31.1,112,1.05,0.941,0.0367,0.0367,271.738,252.913,1033,117,38.9,1033,118,38.5,217,0.5,94.7,39.9,36.6,44.8,2.04,2.04,4.32,-4.39,0.029326,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.5845,758.8734,1245.1112,702.7313,1397.7081,888.7733,1135.8477,1348.6201,739.1724,1399.9280,888.7733,1134.6934,852.7845,1458.7429,0,0,0,0,0,0,0,0,0,0,0,0,0,347.0850,1975.9989,3500.6244,2850.3036,1019.5376,1269.4714,1589.2792,184.6492,1894.8722,1019.5376,1267.6981,1329.2694,2085.1946,1311.514556,1.311515,1014.67,17948.25,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.16,333.01,333.01,0
229.60,0,77.6,72.23,80.6,5.54,34.4,90.0,95.9,115,74.4,5.82,846,3.94,6.39,16.85,0.980,0.029,540,2.96,0.0434,7.75,6.81,0.872,36.3,31.1,109,1.03,0.884,0.0367,0.0367,271.738,252.913,1033,117,38.9,1033,118,38.5,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,4.16,-4.89,0.029323,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.5300,758.8232,1245.0599,702.6875,1397.6505,888.6884,1135.8334,1348.5773,739.1362,1399.8568,888.6884,1134.6776,852.7591,1458.6661,0,0,0,0,0,0,0,0,0,0,0,0,0,347.1053,1975.9712,3500.8076,2850.2093,1019.4422,1269.4716,1589.2443,184.6578,1894.7758,1019.4423,1267.6967,1329.3143,2085.0875,1311.448174,1.311448,1014.71,17948.12,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.21,333.03,333.03,0
229.62,0,77.6,72.23,80.6,5.54,34.4,88.6,95.9,115,74.4,5.82,846,3.93,6.39,16.85,0.980,0.029,540,2.97,0.0434,7.75,6.86,0.872,36.3,31.1,106,1.01,0.828,0.0367,0.0367,271.738,252.913,1033,117,38.7,1033,118,38.4,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,4.18,-4.29,0.029318,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.4754,758.7742,1245.0077,702.6448,1397.5943,888.6055,1135.8237,1348.5357,739.1009,1399.7874,888.6055,1134.6668,852.7343,1458.5912,0,0,0,0,0,0,0,0,0,0,0,0,0,347.1252,1975.9440,3500.9864,2850.1173,1019.3442,1269.4719,1589.2093,184.6662,1894.6816,1019.3442,1267.6953,1329.3583,2084.9832,1311.382987,1.311383,1014.76,17947.98,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.27,333.04,333.04,0
229.64,0,77.6,72.23,80.6,5.54,34.4,87.3,95.9,115,74.4,5.82,846,3.93,6.39,16.85,0.980,0.029,540,2.98,0.0434,7.75,6.91,0.872,36.3,31.1,104,1.00,0.775,0.0367,0.0367,271.738,252.913,1033,117,38.7,1033,118,38.4,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,4.03,-4.78,0.029313,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.4208,758.7264,1244.9547,702.6032,1397.5396,888.5246,1135.8165,1348.4952,739.0665,1399.7197,888.5246,1134.6584,852.7099,1458.5182,0,0,0,0,0,0,0,0,0,0,0,0,0,347.1445,1975.9174,3501.1608,2850.0276,1019.2435,1269.4721,1589.1741,184.6744,1894.5898,1019.2436,1267.6940,1329.4017,2084.8814,1311.318964,1.311319,1014.81,17947.84,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.32,333.06,333.06,0
229.66,0,77.6,72.23,80.6,5.54,34.4,85.9,95.9,115,74.4,5.82,846,3.92,6.39,16.85,0.980,0.029,540,2.99,0.0434,7.75,6.95,0.872,36.3,31.1,101,0.98,0.722,0.0367,0.0367,271.738,252.913,1033,117,38.6,1033,118,38.3,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,4.05,-4.18,0.029307,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.3660,758.6798,1244.9010,702.5626,1397.4862,888.4456,1135.8104,1348.4557,739.0330,1399.6537,888.4456,1134.6513,852.6860,1458.4470,0,0,0,0,0,0,0,0,0,0,0,0,0,347.1634,1975.8913,3501.3310,2849.9402,1019.1404,1269.4723,1589.1389,184.6824,1894.5001,1019.1404,1267.6928,1329.4442,2084.7821,1311.256074,1.311256,1014.85,17947.70,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.38,333.08,333.08,0
229.68,0,77.6,72.23,80.6,5.54,34.4,84.6,95.9,115,74.4,5.82,846,3.91,6.39,16.85,0.980,0.029,540,3.00,0.0434,7.75,7.00,0.872,36.3,31.1,99,0.96,0.671,0.0367,0.0367,271.738,252.913,1033,117,38.6,1033,118,38.2,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,3.90,-4.67,0.029301,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.3111,758.6343,1244.8466,702.5230,1397.4342,888.3683,1135.8050,1348.4173,739.0002,1399.5893,888.3683,1134.6449,852.6626,1458.3776,0,0,0,0,0,0,0,0,0,0,0,0,0,347.1819,1975.8657,3501.4970,2849.8548,1019.0348,1269.4726,1589.1035,184.6902,1894.4126,1019.0348,1267.6917,1329.4861,2084.6853,1311.194286,1.311194,1014.90,17947.56,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.44,333.10,333.10,0
229.70,0,77.6,72.23,80.6,5.54,34.4,83.4,95.9,115,74.4,5.82,846,3.91,6.39,16.85,0.980,0.029,540,3.00,0.0434,7.75,7.04,0.872,36.3,31.1,97,0.95,0.622,0.0367,0.0367,271.738,252.913,1033,117,38.5,1033,118,38.1,217,0.4,94.7,39.9,36.6,44.8,2.04,2.04,3.93,-4.07,0.029293,117,592.12,0,0,0.000,0,0.000,0,1159.0820,1111.2561,758.5899,1244.7917,702.4844,1397.3835,888.2926,1135.7999,1348.3798,738.9683,1399.5265,888.2926,1134.6390,852.6396,1458.3100,0,0,0,0,0,0,0,0,0,0,0,0,0,347.1999,1975.8406,3501.6591,2849.7716,1018.9268,1269.4728,1589.0681,184.6978,1894.3272,1018.9268,1267.6906,1329.5273,2084.5909,1311.133573,1.311134,1014.95,17947.42,0.5676,0.5676,0.8800,0.4735,0.4735,0.6700,0.8683,0.5420,0.7244,0.5086,0.7109,0.8360,0.5185,409.49,333.12,333.12,0
